family_id,location,province,core_region,is_focal_family,unweighted_degree,weighted_degree,betweenness,eigenvector,component_id,in_giant_component
"Wu family, gao you, Jiangsu","gao you, Jiangsu",Jiangsu,Jiangsu,TRUE,3,4,0.00113958967104292,1.847046611162367e-6,3,TRUE
"Wu family, Jiaxing, Zhejiang","Jiaxing, Zhejiang",Zhejiang,Zhejiang,TRUE,3,4,6.232623071713777e-4,2.7418882186664053e-8,3,TRUE
"Wu family, Xiushui, Zhejiang","Xiushui, Zhejiang",Zhejiang,Zhejiang,FALSE,4,4,3.28609300793345e-6,7.863931003584033e-7,3,TRUE
"Wu family, da xing, Zhili","da xing, Zhili",Zhili,Other,TRUE,2,4,0,0.00983747458610533,3,TRUE
"Zhou family, wu jiang, Jiangsu","wu jiang, Jiangsu",Jiangsu,Jiangsu,TRUE,4,4,0.00126843190106231,1.6759415987673131e-9,3,TRUE
"Zhou family, zhen ze, Jiangsu","zhen ze, Jiangsu",Jiangsu,Jiangsu,TRUE,2,4,6.144993924835551e-4,7.544198879747573e-5,3,TRUE
"Zhou family, wu cheng, Zhejiang","wu cheng, Zhejiang",Zhejiang,Zhejiang,TRUE,4,4,6.145906728448866e-4,1.3631100223422114e-7,3,TRUE
"shang family, Kuaiji, Zhejiang","Kuaiji, Zhejiang",Zhejiang,Zhejiang,TRUE,2,4,0.00367549502937356,4.744620692858035e-5,3,TRUE
"xia family, jia shan, Zhejiang","jia shan, Zhejiang",Zhejiang,Zhejiang,TRUE,4,4,0.00184267665419868,2.703436139554389e-7,3,TRUE
"Yao family, jin shan, Jiangsu","jin shan, Jiangsu",Jiangsu,Jiangsu,TRUE,4,4,0.00123456688700833,1.2697790136295063e-6,3,TRUE
"Kong family, unknown",unknown,qi ta,Other,FALSE,4,4,8.979249144178153e-4,1.5463479024668298e-5,3,TRUE
"Zhuang family, Yanghu, Jiangsu","Yanghu, Jiangsu",Jiangsu,Jiangsu,FALSE,4,4,6.529740647847759e-4,1.5435404362659852e-5,3,TRUE
"ku family, Yanghu, Jiangsu","Yanghu, Jiangsu",Jiangsu,Jiangsu,FALSE,3,4,0,3.067941753063106e-5,3,TRUE
"liao family, jia ding, Jiangsu","jia ding, Jiangsu",Jiangsu,Jiangsu,FALSE,4,4,7.23625064455345e-4,1.2425686981067495e-5,3,TRUE
"Zhang family, han zhou, Sichuan","han zhou, Sichuan",Sichuan,Other,TRUE,2,4,0,8.826202688024825e-7,3,TRUE
"Zhang family, Tongcheng, Anhui","Tongcheng, Anhui",Anhui,Anhui,FALSE,1,4,0,0.01994696178409968,3,TRUE
"Zhang family, wei xian, Shandong","wei xian, Shandong",Shandong,Other,TRUE,2,4,6.144993924835551e-4,3.334290304413944e-6,3,TRUE
"Zhang family, zhang zhou, Jiangsu","zhang zhou, Jiangsu",Jiangsu,Jiangsu,FALSE,4,4,5.565820032187281e-4,5.743216181781112e-6,3,TRUE
"Zhang family, Jiaxing, Zhejiang","Jiaxing, Zhejiang",Zhejiang,Zhejiang,FALSE,4,4,0.00245608068234625,6.383699631711718e-10,3,TRUE
