family_A,family_B,weight,marriage_types,n_writing_records,source_lines,A_is_focal,B_is_focal,edge_scope
何氏（江苏江阴）,李氏（湖北德化）,1,适,0,7177,TRUE,FALSE,external_to_nonfocal_family
何氏（江苏江阴）,沈氏（江苏江阴）,1,娶,0,668,TRUE,FALSE,external_to_nonfocal_family
何氏（江苏荆溪）,汪氏（江苏荆溪）,1,适,1,1526,FALSE,TRUE,external_to_nonfocal_family
何氏（浙江临海）,洪氏（浙江临海）,1,适,0,7137,FALSE,FALSE,external_to_nonfocal_family
何氏（浙江嘉兴）,蒋氏（浙江海宁）,1,适,0,4522,FALSE,TRUE,external_to_nonfocal_family
何氏（浙江山阴工3册）,卓氏（四川华阳）,1,娶,0,6470,FALSE,TRUE,external_to_nonfocal_family
何氏（浙江山阴）,卓氏（四川华阳）,1,适,0,5256,TRUE,TRUE,within_focal_network
何氏（浙江山阴）,叶氏（浙江归安）,1,娶,1,4066,TRUE,TRUE,within_focal_network
何氏（浙江山阴）,徐氏（江苏昆山）,1,娶,0,5253,TRUE,TRUE,within_focal_network
何氏（浙江山阴）,李氏（江苏长洲）,1,适,1,6715,TRUE,FALSE,external_to_nonfocal_family
何氏（浙江山阴）,王氏（江苏上海工80册）,1,适,0,5262,TRUE,FALSE,external_to_nonfocal_family
何氏（浙江山阴）,王氏（直隶宛平兀3册）,1,娶,0,5254,TRUE,FALSE,external_to_nonfocal_family
何氏（浙江山阴）,王氏（直隶宛平）,1,适,0,82,TRUE,TRUE,within_focal_network
何氏（浙江山阴）,茹氏（浙江山阴）,1,适,0,5257,TRUE,FALSE,external_to_nonfocal_family
何氏（浙江山阴）,蒋氏（江苏常熟）,1,适,1,1655,TRUE,TRUE,within_focal_network
何氏（浙江山阴）,赵氏（江西南丰）,2,娶;适,0,5255;5761,TRUE,TRUE,within_focal_network
何氏（浙江平湖）,冯氏（浙江平湖）,1,适,1,6978,FALSE,FALSE,external_to_nonfocal_family
何氏（浙江海宁）,顾氏（浙江上虞）,1,适,0,7124,FALSE,FALSE,external_to_nonfocal_family
何氏（浙江萧山）,施氏（不详）,1,适,0,7128,FALSE,FALSE,external_to_nonfocal_family
何氏（湖南善化）,濮氏（江苏漂水）,1,适,1,6592,FALSE,FALSE,external_to_nonfocal_family
何氏（湖南善化）,龙氏（广西临桂）,1,娶,1,6399,FALSE,TRUE,external_to_nonfocal_family
何氏（湖南衡阳）,李氏（湖北善化）,1,适,0,7198,FALSE,FALSE,external_to_nonfocal_family
何氏（湖南道州）,吴氏（浙江仁和）,1,适,0,6077,TRUE,TRUE,within_focal_network
何氏（湖南道州）,周氏（湖南善化）,2,娶;适,0,5943;6079,TRUE,TRUE,within_focal_network
何氏（湖南道州）,李氏（湖南湘阴）,2,娶;适,1,5917;6075,TRUE,TRUE,within_focal_network
何氏（湖南道州）,蒋氏（湖北天门）,1,适,0,6076,TRUE,FALSE,external_to_nonfocal_family
何氏（湖南道州）,赵氏（四川宜宾）,1,适,0,6078,TRUE,FALSE,external_to_nonfocal_family
何氏（湖南道州）,陈氏（湖南”道州）,1,娶,0,6074,TRUE,FALSE,external_to_nonfocal_family
何氏（直隶大兴）,孔氏（山东曲阜）,1,娶,0,282,FALSE,TRUE,external_to_nonfocal_family
何氏（直隶宛平）,王氏（江苏吴江）,1,娶,0,2191,FALSE,TRUE,external_to_nonfocal_family
何氏（福建侯官）,王氏（湖北永福）,1,适,0,7236,FALSE,FALSE,external_to_nonfocal_family
何氏（福建侯官）,许氏（湖北侯官）,1,适,0,7233,FALSE,FALSE,external_to_nonfocal_family
何氏（福建侯官）,许氏（福建侯官）,1,适,1,6163,FALSE,TRUE,external_to_nonfocal_family
何氏（福建光泽）,吴氏（江西南城）,1,适,1,6111,TRUE,FALSE,external_to_nonfocal_family
何氏（福建光泽）,官氏（湖南邵武）,1,娶,1,6112,TRUE,FALSE,external_to_nonfocal_family
余氏（不详）,俞氏（浙江山阴）,1,娶,1,5234,FALSE,TRUE,external_to_nonfocal_family
余氏（江苏无锡）,杨氏（江苏金匮）,1,适,0,1299,FALSE,TRUE,external_to_nonfocal_family
余氏（江西宜黄）,陆氏（浙江钱塘）,1,适,0,7066,FALSE,FALSE,external_to_nonfocal_family
余氏（浙江仁和工（《龚自珍年谱考略》）,龚氏（浙江仁和）,1,适,0,5011,FALSE,TRUE,external_to_nonfocal_family
余氏（浙江嘉兴）,戴氏（浙江诸暨）,1,适,0,7150,FALSE,FALSE,external_to_nonfocal_family
余氏（浙江衢州）,陈氏（山西灵石）,1,娶,0,5516,FALSE,TRUE,external_to_nonfocal_family
余氏（浙江龙游）,金氏（浙江仁和）,2,娶,0,5116;5119,FALSE,TRUE,external_to_nonfocal_family
余氏（湖南攸县）,郑氏（湖南长沙）,1,适,1,5924,FALSE,TRUE,external_to_nonfocal_family
余氏（湖南湘潭）,张氏（湖北湘潭）,1,适,0,7205,FALSE,FALSE,external_to_nonfocal_family
佟氏（广东三韩）,陈氏（浙江海宁）,1,适,1,4314,FALSE,TRUE,external_to_nonfocal_family
侯氏（《锡山秦氏文钞》卷十二）,秦氏（江苏无锡）,1,适,0,1220,FALSE,TRUE,external_to_nonfocal_family
侯氏（《闺秀诗话》卷三）,梁氏（江苏无锡）,1,适,1,6635,FALSE,FALSE,external_to_nonfocal_family
侯氏（不详）,章氏（江苏华亭）,1,适,1,2614,FALSE,TRUE,external_to_nonfocal_family
侯氏（广东番禺）,黄氏（广东香山）,1,娶,0,6337,FALSE,TRUE,external_to_nonfocal_family
侯氏（江苏嘉定）,夏氏（浙江嘉善）,1,适,0,3541,FALSE,TRUE,external_to_nonfocal_family
侯氏（江苏无锡工（《前尘梦影新录》）,顾氏（江苏无锡）,1,适,1,6627,FALSE,TRUE,external_to_nonfocal_family
侯氏（江苏江宁）,梅氏（江苏上元）,1,娶,0,595,FALSE,TRUE,external_to_nonfocal_family
侯氏（河南商丘）,宋氏（河南商丘）,4,适,0,5521;5522;5523;5524,FALSE,TRUE,external_to_nonfocal_family
侯氏（河南商丘）,陈氏（江苏宜兴）,1,娶,0,1497,FALSE,TRUE,external_to_nonfocal_family
俞氏（《清闺秀艺文略》）,方氏（江苏阳湖）,1,适,1,1008,FALSE,TRUE,external_to_nonfocal_family
俞氏（不详工（《名媛诗话续集》上）,王氏（江苏常熟）,1,适,1,6667,FALSE,FALSE,external_to_nonfocal_family
俞氏（不详）,潘氏（浙江会稽）,1,适,1,5232,FALSE,TRUE,external_to_nonfocal_family
俞氏（安徽婺源）,孔氏（广东南海）,1,娶,0,6330,FALSE,TRUE,external_to_nonfocal_family
俞氏（江苏常熟）,江氏（江苏常熟）,1,适,1,6662,FALSE,FALSE,external_to_nonfocal_family
俞氏（江苏常熟）,钱氏（浙江归安）,1,适,1,4114,FALSE,TRUE,external_to_nonfocal_family
俞氏（江苏昭文）,姚氏（江苏常熟）,1,娶,1,1708,TRUE,FALSE,external_to_nonfocal_family
俞氏（江苏昭文）,屈氏（江苏常熟）,2,娶;适,2,1628;1705,TRUE,TRUE,within_focal_network
俞氏（江苏昭文）,悻氏（江苏阳湖）,1,娶,1,1710,TRUE,FALSE,external_to_nonfocal_family
俞氏（江苏昭文）,李氏（不详）,1,娶,1,1709,TRUE,FALSE,external_to_nonfocal_family
俞氏（江苏昭文）,翁氏（江苏常熟）,2,娶;适,0,1600;1706,TRUE,TRUE,within_focal_network
俞氏（江苏昭文）,邵氏（《清闺秀艺文略》）,1,适,1,1711,TRUE,FALSE,external_to_nonfocal_family
俞氏（江苏昭文）,钱氏（浙江归安）,1,娶,1,1707,TRUE,TRUE,within_focal_network
俞氏（江苏泰州）,潘氏（江苏吴县）,1,娶,0,1818,FALSE,TRUE,external_to_nonfocal_family
俞氏（浙江仁和）,魏氏（浙江钱塘）,1,适,0,4690,FALSE,TRUE,external_to_nonfocal_family
俞氏（浙江山阴85册）,王氏（浙江仁和）,1,娶,0,5198,FALSE,TRUE,external_to_nonfocal_family
俞氏（浙江山阴）,傅氏（山东聊城）,2,娶;适,0,347;5240,TRUE,TRUE,within_focal_network
俞氏（浙江山阴）,喻氏（江西萍乡）,1,娶,0,5238,TRUE,FALSE,external_to_nonfocal_family
俞氏（浙江山阴）,季氏（江苏江阴）,1,娶,0,704,TRUE,TRUE,within_focal_network
俞氏（浙江山阴）,曾氏（湖南湘乡）,4,娶;适,1,5236;5239;6027;6028,TRUE,TRUE,within_focal_network
俞氏（浙江山阴）,李氏（江西萍乡）,1,娶,1,5727,TRUE,TRUE,within_focal_network
俞氏（浙江山阴）,陈氏（江西义宁）,4,娶;适,2,5235;5237;5632;5639,TRUE,TRUE,within_focal_network
俞氏（浙江德清）,姚氏（浙江仁和）,1,娶,1,4218,TRUE,FALSE,external_to_nonfocal_family
俞氏（浙江德清）,宗氏（江苏上元（《清代株卷集成》第178册）,1,适,1,4225,TRUE,FALSE,external_to_nonfocal_family
俞氏（浙江德清）,宗氏（江苏上元）,1,娶,0,589,TRUE,TRUE,within_focal_network
俞氏（浙江德清）,彭氏（湖南衡阳）,1,娶,0,4223,TRUE,FALSE,external_to_nonfocal_family
俞氏（浙江德清）,王氏（江苏宝应工272册）,1,适,0,4222,TRUE,FALSE,external_to_nonfocal_family
俞氏（浙江德清）,许氏（浙江仁和）,1,娶,0,4224,TRUE,FALSE,external_to_nonfocal_family
俞氏（浙江德清）,许氏（浙江钱塘）,5,娶;适,2,4219;4226;4610;4660;4667,TRUE,TRUE,within_focal_network
俞氏（浙江德清）,郭氏（福建侯官）,2,娶;适,2,4227;6179,TRUE,TRUE,within_focal_network
俞氏（浙江德清）,陆氏（江苏青浦）,1,娶,0,2484,TRUE,TRUE,within_focal_network
俞氏（浙江慈溪）,冯氏（浙江慈溪）,1,娶,1,5412,FALSE,TRUE,external_to_nonfocal_family
俞氏（浙江桐乡）,庄氏（江苏武进）,2,娶;适,0,744;3868,TRUE,TRUE,within_focal_network
俞氏（浙江桐乡）,钱氏（浙江秀水工（《明清两代嘉兴的望族》）,1,适,0,3870,TRUE,FALSE,external_to_nonfocal_family
俞氏（浙江桐乡）,钱氏（浙江秀水）,1,娶,0,3687,TRUE,TRUE,within_focal_network
俞氏（浙江海宁）,徐氏（浙江乌程）,1,适,0,7005,FALSE,TRUE,external_to_nonfocal_family
俞氏（浙江海宁）,徐氏（浙江钱塘）,1,适,0,7034,FALSE,TRUE,external_to_nonfocal_family
俞氏（浙江海盐）,沈氏（浙江嘉兴）,1,适,0,6936,FALSE,TRUE,external_to_nonfocal_family
俞氏（浙江钱塘）,沈氏（浙江归安）,1,娶,0,4155,FALSE,TRUE,external_to_nonfocal_family
俞氏（湖北善化）,谢氏（湖南湘乡）,1,适,0,7199,FALSE,FALSE,external_to_nonfocal_family
俞氏（直隶大兴）,程氏（浙江钱塘）,1,适,0,4944,FALSE,TRUE,external_to_nonfocal_family
倪氏（上海江苏其他）,徐氏（江苏宜兴）,1,适,1,6828,FALSE,TRUE,external_to_nonfocal_family
倪氏（安徽望江）,张氏（安徽太湖）,1,娶,0,3475,TRUE,FALSE,external_to_nonfocal_family
倪氏（安徽望江）,徐氏（安徽太湖）,1,适,0,3478,TRUE,FALSE,external_to_nonfocal_family
倪氏（安徽望江）,李氏（安徽太湖）,2,适,0,3474;3477,TRUE,FALSE,external_to_nonfocal_family
倪氏（安徽望江）,王氏（安徽太湖）,1,适,0,3476,TRUE,FALSE,external_to_nonfocal_family
倪氏（安徽望江）,王氏（江苏高邮工73册）,1,适,0,3473,TRUE,FALSE,external_to_nonfocal_family
倪氏（安徽望江）,王氏（江苏高邮）,1,娶,0,436,TRUE,TRUE,within_focal_network
倪氏（江苏华亭）,张氏（江苏华亭）,1,娶,0,2602,TRUE,TRUE,within_focal_network
倪氏（江苏华亭）,林氏（江苏娄县）,1,娶,0,2603,TRUE,FALSE,external_to_nonfocal_family
倪氏（浙江仁和）,苏氏（浙江仁和）,1,适,0,7081,FALSE,FALSE,external_to_nonfocal_family
倪氏（浙江海宁）,陈氏（浙江海宁）,1,适,0,4486,FALSE,TRUE,external_to_nonfocal_family
倪氏（浙江钱塘）,庄氏（江苏武进工卷十）,1,适,1,4714,TRUE,FALSE,external_to_nonfocal_family
倪氏（浙江钱塘）,庄氏（江苏武进）,3,娶;适,0,752;776;4717,TRUE,TRUE,within_focal_network
倪氏（浙江钱塘）,陈氏（浙江钱塘）,2,娶;适,0,4713;4738,TRUE,TRUE,within_focal_network
傅氏（山东聊城）,陈氏（山东潍县）,1,娶,0,346,TRUE,TRUE,within_focal_network
傅氏（江苏江宁43册）,刘氏（安徽贵池）,1,娶,0,3434,FALSE,TRUE,external_to_nonfocal_family
傅氏（江苏江宁）,刘氏（安徽贵池）,3,娶;适,0,583;584;3433,TRUE,TRUE,within_focal_network
傅氏（浙江德清）,李氏（浙江乌程）,1,适,0,7011,FALSE,FALSE,external_to_nonfocal_family
傅氏（贵州贵筑）,左氏（湖南湘阴）,1,适,0,6365,TRUE,TRUE,within_focal_network
傅氏（贵州贵筑）,朱氏（贵州开州）,1,适,0,6364,TRUE,FALSE,external_to_nonfocal_family
傅氏（贵州贵筑）,瞿氏（湖南长沙）,2,娶;适,0,5939;6362,TRUE,TRUE,within_focal_network
傅氏（贵州贵筑）,黄氏（贵州贵筑）,2,娶;适,0,6350;6363,TRUE,TRUE,within_focal_network
储氏（江苏宜兴工72册）,朱氏（江苏宜兴）,1,娶,0,1514,FALSE,TRUE,external_to_nonfocal_family
储氏（江苏宜兴工（《陈维崧年谱》）,陈氏（江苏宜兴）,1,娶,0,1501,FALSE,TRUE,external_to_nonfocal_family
储氏（江苏宜兴）,孙氏（江苏宜兴）,1,娶,0,1332,TRUE,FALSE,external_to_nonfocal_family
储氏（江苏宜兴）,嵇氏（江苏无锡）,2,娶;适,0,1232;1346,TRUE,TRUE,within_focal_network
储氏（江苏宜兴）,左氏（江苏武进）,1,娶,0,1363,TRUE,FALSE,external_to_nonfocal_family
储氏（江苏宜兴）,左氏（江苏阳湖）,1,适,0,1036,TRUE,TRUE,within_focal_network
储氏（江苏宜兴）,庄氏（江苏武进）,1,适,0,720,TRUE,TRUE,within_focal_network
储氏（江苏宜兴）,张氏（江苏丹徒）,1,娶,1,1337,TRUE,FALSE,external_to_nonfocal_family
储氏（江苏宜兴）,彭氏（江苏漂阳）,1,娶,0,1329,TRUE,FALSE,external_to_nonfocal_family
储氏（江苏宜兴）,徐氏（不详）,1,娶,0,1362,TRUE,FALSE,external_to_nonfocal_family
储氏（江苏宜兴）,徐氏（江苏宜兴）,1,娶,0,1323,TRUE,TRUE,within_focal_network
储氏（江苏宜兴）,朱氏（江苏宜兴）,6,娶;适,0,1358;1361;1367;1371;1515;1521,TRUE,TRUE,within_focal_network
储氏（江苏宜兴）,杨氏（江苏武进工（《丰义储氏分支谱》卷七之四）,1,娶,0,1345,TRUE,FALSE,external_to_nonfocal_family
储氏（江苏宜兴）,汤氏（江苏武进）,1,适,0,1350,TRUE,FALSE,external_to_nonfocal_family
储氏（江苏宜兴）,潘氏（江苏吴县）,2,娶,0,1344;1364,TRUE,TRUE,within_focal_network
储氏（江苏宜兴）,潘氏（江苏滦阳）,1,娶,0,1338,TRUE,FALSE,external_to_nonfocal_family
储氏（江苏宜兴）,莫氏（江苏宜兴）,1,娶,0,1324,TRUE,FALSE,external_to_nonfocal_family
储氏（江苏宜兴）,董氏（江苏武进）,2,娶,0,1327;1348,TRUE,FALSE,external_to_nonfocal_family
储氏（江苏宜兴）,蒋氏（广西平乐）,1,适,0,1354,TRUE,FALSE,external_to_nonfocal_family
储氏（江苏宜兴）,蒋氏（江苏宜兴）,1,娶,0,1339,TRUE,FALSE,external_to_nonfocal_family
储氏（江苏宜兴）,赵氏（江苏武进（《丰义储氏分支谱》卷七之二）,1,娶,0,1325,TRUE,FALSE,external_to_nonfocal_family
储氏（江苏宜兴）,赵氏（江苏阳湖）,4,娶;适,0,1101;1104;1333;1340,TRUE,TRUE,within_focal_network
储氏（江苏宜兴）,路氏（江苏宜兴）,3,娶;适,0,1342;1359;1366,TRUE,FALSE,external_to_nonfocal_family
储氏（江苏宜兴）,郁氏（江苏宜兴工（《丰义储氏分支谱》卷七之四）,1,娶,0,1334,TRUE,FALSE,external_to_nonfocal_family
储氏（江苏宜兴）,陆氏（江苏武进）,1,娶,0,1343,TRUE,FALSE,external_to_nonfocal_family
储氏（江苏宜兴）,陈氏（江苏宜兴）,2,娶;适,0,1326;1508,TRUE,TRUE,within_focal_network
储氏（江苏宜兴）,陶氏（江苏武进）,2,娶,0,1328;1330,TRUE,FALSE,external_to_nonfocal_family
储氏（江苏宜兴）,韩氏（江苏元和）,4,娶;适,2,1347;1360;1745;1748,TRUE,TRUE,within_focal_network
光氏（安徽桐城）,吴氏（安徽桐城）,2,娶;适,2,3358;3384,TRUE,TRUE,within_focal_network
光氏（安徽桐城）,姚氏（安徽桐城）,2,娶;适,0,3113;3385,TRUE,TRUE,within_focal_network
全氏（浙江鄞县）,卢氏（浙江鄞县）,1,娶,0,5396,FALSE,TRUE,external_to_nonfocal_family
关氏（浙江仁和）,童氏（《青城山人年谱》）,1,娶,0,5020,TRUE,FALSE,external_to_nonfocal_family
关氏（浙江仁和）,蒋氏（浙江仁和）,1,适,0,5021,TRUE,FALSE,external_to_nonfocal_family
关氏（浙江钱塘）,蒋氏（浙江钱塘）,1,娶,1,4890,FALSE,TRUE,external_to_nonfocal_family
冒氏（江苏如皋）,吴氏（浙江仁和）,1,适,0,2320,TRUE,TRUE,within_focal_network
冒氏（江苏如皋）,周氏（河南祥符（《冒鹤亭先生年谱》）,1,娶,0,2318,TRUE,FALSE,external_to_nonfocal_family
冒氏（江苏如皋）,宫氏（江苏泰州）,2,娶;适,1,508;2311,TRUE,TRUE,within_focal_network
冒氏（江苏如皋）,石氏（江苏如皋）,1,适,1,2313,TRUE,FALSE,external_to_nonfocal_family
冒氏（江苏如皋）,许氏（湖南善化）,1,适,1,2310,TRUE,FALSE,external_to_nonfocal_family
冒氏（江苏如皋）,邓氏（江苏如皋）,1,娶,1,2312,TRUE,FALSE,external_to_nonfocal_family
冒氏（江苏如皋）,陈氏（不详）,1,适,1,2308,TRUE,FALSE,external_to_nonfocal_family
冒氏（江苏如皋）,高氏（江苏如皋）,2,娶;适,2,2314;2323,TRUE,TRUE,within_focal_network
冒氏（江苏如皋）,黄氏（浙江瑞安）,3,娶;适,2,2319;5445;5448,TRUE,TRUE,within_focal_network
冯氏（山东）,徐氏（江苏昆山）,1,适,1,2244,FALSE,TRUE,external_to_nonfocal_family
冯氏（广东南海）,桂氏（广东南海）,1,适,0,6326,FALSE,TRUE,external_to_nonfocal_family
冯氏（江苏元和）,张氏（江苏吴县）,1,娶,0,6690,FALSE,TRUE,external_to_nonfocal_family
冯氏（江苏华亭）,沈氏（江苏华亭）,1,适,0,2553,TRUE,TRUE,within_focal_network
冯氏（江苏华亭）,袁氏（江苏奉贤）,1,适,0,2569,TRUE,FALSE,external_to_nonfocal_family
冯氏（江苏华亭）,黄氏（不详）,1,娶,1,2566,TRUE,FALSE,external_to_nonfocal_family
冯氏（江苏吴县）,叶氏（江苏苏州）,1,娶,0,1896,TRUE,FALSE,external_to_nonfocal_family
冯氏（江苏吴县）,李氏（江苏上海）,1,适,0,1901,TRUE,TRUE,within_focal_network
冯氏（江苏吴县）,潘氏（江苏吴县）,2,娶;适,0,1840;1899,TRUE,TRUE,within_focal_network
冯氏（江苏吴县）,王氏（江苏苏州底5册）,1,娶,0,1898,TRUE,FALSE,external_to_nonfocal_family
冯氏（江苏吴县）,秦氏（江苏太仓）,2,娶;适,0,1900;2397,TRUE,TRUE,within_focal_network
冯氏（江苏吴县）,金氏（江苏元和）,1,适,0,1897,TRUE,FALSE,external_to_nonfocal_family
冯氏（江苏太仓）,毕氏（江苏镇洋）,1,娶,1,2465,FALSE,TRUE,external_to_nonfocal_family
冯氏（江苏娄县）,沈氏（上海娄县）,1,适,0,6818,FALSE,FALSE,external_to_nonfocal_family
冯氏（浙江乌程）,沈氏（浙江归安）,1,适,1,4096,FALSE,TRUE,external_to_nonfocal_family
冯氏（浙江仁和）,汪氏（浙江钱塘）,1,娶,0,4785,FALSE,TRUE,external_to_nonfocal_family
冯氏（浙江仁和）,金氏（浙江仁和）,1,娶,0,5099,FALSE,TRUE,external_to_nonfocal_family
冯氏（浙江会稽）,胡氏（直隶大兴）,1,适,0,48,FALSE,TRUE,external_to_nonfocal_family
冯氏（浙江嘉兴工（《海宁渤海陈氏宗谱》卷）,陈氏（浙江海宁）,1,适,0,4453,FALSE,TRUE,external_to_nonfocal_family
冯氏（浙江嘉兴）,徐氏（江苏昆山）,1,适,1,2248,FALSE,TRUE,external_to_nonfocal_family
冯氏（浙江嘉兴）,李氏（浙江嘉兴）,1,娶,0,6922,FALSE,TRUE,external_to_nonfocal_family
冯氏（浙江嘉兴）,沈氏（浙江嘉兴）,1,适,0,6930,FALSE,TRUE,external_to_nonfocal_family
冯氏（浙江嘉兴）,钱氏（浙江秀水）,1,适,0,3711,FALSE,TRUE,external_to_nonfocal_family
冯氏（浙江嘉善）,陈氏（浙江嘉善）,1,娶,0,6918,FALSE,TRUE,external_to_nonfocal_family
冯氏（浙江山阴）,刘氏（山西洪洞）,1,娶,1,5503,FALSE,TRUE,external_to_nonfocal_family
冯氏（浙江山阴）,朱氏（直隶大兴）,1,适,0,45,FALSE,TRUE,external_to_nonfocal_family
冯氏（浙江归安）,朱氏（浙江秀水）,1,娶,0,3643,FALSE,TRUE,external_to_nonfocal_family
