entry_no_raw,line_no,anchor_family,anchor_is_focal,partner_family,marriage_type,current_location,left_text,right_text,partner_text,partner_location,has_writings_any,female_writer_family,uncertain_writer,era_hint,source_text
1498.,2008,韩氏（江苏长洲）,TRUE,顾氏（江苏元和工92册）,适,江苏长洲,韩炎孙女、韩孝洁女,顾祖望子顾元静（江苏元和工92册）,顾祖望子顾元静,江苏元和工92册,FALSE,NA,FALSE,NA,韩炎孙女、韩孝洁女【适】顾祖望子顾元静（江苏元和工92册）
1499.,2009,韩氏（江苏长洲）,TRUE,顾氏（江苏长洲）,适,江苏长洲,韩哭五世孙女、韩惟善女,顾志襄子顾琦（江苏长洲）。（《重修唯亭顾氏家谱》卷一）,顾志襄子顾琦,江苏长洲,FALSE,NA,FALSE,NA,韩哭五世孙女、韩惟善女【适】顾志襄子顾琦（江苏长洲）。（《重修唯亭顾氏家谱》卷一）
1500.,2010,韩氏（江苏长洲）,TRUE,刘氏（不详）,适,江苏长洲,韩葵七世孙女、韩炽孙女、韩叔好女,刘廷枚子刘传祁（江,刘廷枚子刘传祁（江,不详,FALSE,NA,FALSE,NA,韩葵七世孙女、韩炽孙女、韩叔好女【适】刘廷枚子刘传祁（江
1501.,2015,黄氏（江苏长洲）,TRUE,袁氏（江苏吴县）,适,江苏长洲,黄丕烈女,"袁廷祷子袁兆釐（江苏吴县）。（《""莞圃藏书题识""与嘉道时期吴中文士活动图景》）",袁廷祷子袁兆釐,江苏吴县,FALSE,NA,FALSE,NA,"黄丕烈女【适】袁廷祷子袁兆釐（江苏吴县）。（《""莞圃藏书题识""与嘉道时期吴中文士活动图景》）"
1502.,2016,黄氏（江苏长洲）,TRUE,王氏（江苏长洲）,适,江苏长洲,黄丕烈女,"王艺孙子王嘉禄（江苏长洲）。（《""羌圃藏书题识”与嘉道时期吴中文士活动图景》）",王艺孙子王嘉禄,江苏长洲,FALSE,NA,FALSE,NA,"黄丕烈女【适】王艺孙子王嘉禄（江苏长洲）。（《""羌圃藏书题识”与嘉道时期吴中文士活动图景》）"
1503.,2017,黄氏（江苏长洲）,TRUE,李氏（江苏吴县）,娶,江苏长洲,黄丕烈孙黄美修,李福女李慧生（江苏吴县）。（《“莞圃藏书题识”与嘉道时期吴中文士活动图景》）,李福女李慧生,江苏吴县,FALSE,NA,FALSE,NA,黄丕烈孙黄美修【娶】李福女李慧生（江苏吴县）。（《“莞圃藏书题识”与嘉道时期吴中文士活动图景》）
1504.,2019,沈氏（江苏长洲）,TRUE,金氏（江苏元和）,娶,江苏长洲,沈宝廉子沈维骥,金宝树孙女、金文榜女（江苏元和）。178册）,金宝树孙女、金文榜女,江苏元和,FALSE,NA,FALSE,NA,沈宝廉子沈维骥【娶】金宝树孙女、金文榜女（江苏元和）。178册）
1505.,2020,沈氏（江苏长洲）,TRUE,黄氏（湖南善化）,适,江苏长洲,沈宝廉女,黄兆麟（湖南善化）。178册）,黄兆麟,湖南善化,FALSE,NA,FALSE,NA,沈宝廉女【适】黄兆麟（湖南善化）。178册）
1506.,2022,王氏（江苏长洲）,TRUE,曹氏（安徽歙县）,娶,江苏长洲,王艺孙,曹锐女曹贞秀（安徽歙县.有《写韵轩小稿》）。（《墨林今话》卷二、《渊雅堂全集》卷十二、《历代妇女著作考》）,曹锐女曹贞秀,安徽歙县,TRUE,曹氏（安徽歙县）,FALSE,NA,王艺孙【娶】曹锐女曹贞秀（安徽歙县.有《写韵轩小稿》）。（《墨林今话》卷二、《渊雅堂全集》卷十二、《历代妇女著作考》）
1507.,2023,王氏（江苏长洲）,TRUE,江氏（江苏吴县）,娶,江苏长洲,王艺孙子王嘉祥,江沅女（江苏吴县）。（《王艺孙研究》）,江沅女,江苏吴县,FALSE,NA,FALSE,NA,王艺孙子王嘉祥【娶】江沅女（江苏吴县）。（《王艺孙研究》）
1508.,2024,王氏（江苏长洲）,TRUE,黄氏（江苏长洲）,娶,江苏长洲,王艺孙子王嘉禄,"黄丕烈女（江苏长洲）。（《""第圃藏书题识”与嘉道时期吴中文士活动图景》）",黄丕烈女,江苏长洲,FALSE,NA,FALSE,NA,"王艺孙子王嘉禄【娶】黄丕烈女（江苏长洲）。（《""第圃藏书题识”与嘉道时期吴中文士活动图景》）"
1509.,2025,王氏（江苏长洲）,TRUE,曹氏（江苏苏州）,娶,江苏长洲,王嘉禄,曹垠（江苏苏州.有《细弦阁诗钞》）。（《（同治）苏州府志》卷一百三十九）,曹垠,江苏苏州,TRUE,曹氏（江苏苏州）,FALSE,同治,王嘉禄【娶】曹垠（江苏苏州.有《细弦阁诗钞》）。（《（同治）苏州府志》卷一百三十九）
1510.,2026,王氏（江苏长洲）,TRUE,赵氏（江苏金匮）,娶,江苏长洲,王艺孙子王嘉福,赵基女（江苏金匮）。（《渊雅堂全集.编年文续稿》）,赵基女,江苏金匮,FALSE,NA,FALSE,NA,王艺孙子王嘉福【娶】赵基女（江苏金匮）。（《渊雅堂全集.编年文续稿》）
1511.,2027,王氏（江苏长洲）,TRUE,张氏（江苏仪征）,适,江苏长洲,王艺孙女,张丙炎（江苏仪征）。（《王艺孙研究》）,张丙炎,江苏仪征,FALSE,NA,FALSE,NA,王艺孙女【适】张丙炎（江苏仪征）。（《王艺孙研究》）
1512.,2031,王氏（江苏长洲）,TRUE,夏氏（江苏江阴）,娶,江苏长洲,王颂蔚子王季绪,夏孙桐女（江苏江阴）。（《莫釐王氏家谱》）,夏孙桐女,江苏江阴,FALSE,NA,FALSE,NA,王颂蔚子王季绪【娶】夏孙桐女（江苏江阴）。（《莫釐王氏家谱》）
1513.,2032,王氏（江苏长洲）,TRUE,郑氏（江苏吴县）,娶,江苏长洲,王颂蔚子王季烈,郑言绍女（江苏吴县）。（《莫釐王氏家谱》）,郑言绍女,江苏吴县,FALSE,NA,FALSE,NA,王颂蔚子王季烈【娶】郑言绍女（江苏吴县）。（《莫釐王氏家谱》）
1514.,2033,王氏（江苏长洲）,TRUE,费氏（江苏武进）,适,江苏长洲,王颂蔚女,费念慈子费毓桂（江苏武进）。203册、《莫釐王氏家谱》）,费念慈子费毓桂,江苏武进,FALSE,NA,FALSE,NA,王颂蔚女【适】费念慈子费毓桂（江苏武进）。203册、《莫釐王氏家谱》）
1515.,2035,彭氏（江苏长洲）,TRUE,袁氏（江苏吴县）,娶,江苏长洲,彭珑,袁堪孙女、袁于令侄女（江苏吴县）。（《明清戏曲家考略全编》）,袁堪孙女、袁于令侄女,江苏吴县,FALSE,NA,FALSE,NA,彭珑【娶】袁堪孙女、袁于令侄女（江苏吴县）。（《明清戏曲家考略全编》）
1516.,2036,彭氏（江苏长洲）,TRUE,宋氏（江苏长洲工（《明清戏曲家考略全编》）,适,江苏长洲,彭珑孙女、彭定求女,宋大业（江苏长洲工（《明清戏曲家考略全编》、《彭氏宗谱》卷二）,宋大业,江苏长洲工（《明清戏曲家考略全编》,FALSE,NA,FALSE,NA,彭珑孙女、彭定求女【适】宋大业（江苏长洲工（《明清戏曲家考略全编》、《彭氏宗谱》卷二）
1517.,2037,彭氏（江苏长洲）,TRUE,宋氏（江苏长洲）,适,江苏长洲,彭宁求女,宋建业（江苏长洲）。（《彭氏宗谱》卷二）,宋建业,江苏长洲,FALSE,NA,FALSE,NA,彭宁求女【适】宋建业（江苏长洲）。（《彭氏宗谱》卷二）
1518.,2038,彭氏（江苏长洲）,TRUE,陆氏（江苏昭文）,适,江苏长洲,彭元乾女,陆国瑛（江苏昭文）。（《芝庭诗文稿》文稿卷八）,陆国瑛,江苏昭文,FALSE,NA,FALSE,NA,彭元乾女【适】陆国瑛（江苏昭文）。（《芝庭诗文稿》文稿卷八）
1519.,2039,彭氏（江苏长洲）,TRUE,蒋氏（江苏长洲）,娶,江苏长洲,彭元乾孙、彭启丰子彭绍观,蒋应焊女（江苏长洲.（《肯庵自叙年谱》）,蒋应焊女,江苏长洲,FALSE,NA,FALSE,NA,彭元乾孙、彭启丰子彭绍观【娶】蒋应焊女（江苏长洲.（《肯庵自叙年谱》）
1520.,2040,彭氏（江苏长洲）,TRUE,费氏（江苏吴县工（《彭氏宗谱》卷二）,娶,江苏长洲,彭绍升,费梦补女（江苏吴县工（《彭氏宗谱》卷二）,费梦补女,江苏吴县工（《彭氏宗谱》卷二,FALSE,NA,FALSE,NA,彭绍升【娶】费梦补女（江苏吴县工（《彭氏宗谱》卷二）
1521.,2041,彭氏（江苏长洲）,TRUE,庄氏（江苏武进）,适,江苏长洲,彭启丰女,庄培因（江苏武进）。,庄培因,江苏武进,FALSE,NA,FALSE,NA,彭启丰女【适】庄培因（江苏武进）。
1522.,2042,彭氏（江苏长洲）,TRUE,王氏（江苏华亭）,娶,江苏长洲,彭绍观子彭希范,王绍曾女（江苏华亭）。（《吞松阁集》卷三十四）,王绍曾女,江苏华亭,FALSE,NA,FALSE,NA,彭绍观子彭希范【娶】王绍曾女（江苏华亭）。（《吞松阁集》卷三十四）
1523.,2043,彭氏（江苏长洲）,TRUE,顾氏（江苏昆山）,娶,江苏长洲,彭绍咸子彭希沫,顾世放女顾福玉（江苏昆山.有《芸晖小阁吟草》）。（《历代妇女著作考》、《江苏艺文志.苏州卷》）,顾世放女顾福玉,江苏昆山,TRUE,顾氏（江苏昆山）,FALSE,NA,彭绍咸子彭希沫【娶】顾世放女顾福玉（江苏昆山.有《芸晖小阁吟草》）。（《历代妇女著作考》、《江苏艺文志.苏州卷》）
1524.,2044,彭氏（江苏长洲）,TRUE,瞿氏（江苏嘉定）,娶,江苏长洲,彭绍咸子彭希郑,瞿兆骥女、瞿中溶从姊（江苏嘉定）。（《瞿木夫先生自订年谱》、《彭氏宗谱》卷二）,瞿兆骥女、瞿中溶从姊,江苏嘉定,FALSE,NA,FALSE,NA,彭绍咸子彭希郑【娶】瞿兆骥女、瞿中溶从姊（江苏嘉定）。（《瞿木夫先生自订年谱》、《彭氏宗谱》卷二）
1525.,2045,彭氏（江苏长洲）,TRUE,潘氏（江苏吴县）,娶,江苏长洲,彭希颜,潘蓉女（江苏吴县）。（《清代江南文化家族姻娅网络与文学创造力生成》）,潘蓉女,江苏吴县,FALSE,NA,FALSE,NA,彭希颜【娶】潘蓉女（江苏吴县）。（《清代江南文化家族姻娅网络与文学创造力生成》）
1526.,2048,彭氏（江苏长洲）,TRUE,陶氏（江苏长洲）,娶,江苏长洲,彭绍咸子彭希洛,陶寄轩女陶善（江苏长洲.有《琼楼吟稿》）。（《江苏艺文志-苏州卷》）,陶寄轩女陶善,江苏长洲,TRUE,陶氏（江苏长洲）,FALSE,NA,彭绍咸子彭希洛【娶】陶寄轩女陶善（江苏长洲.有《琼楼吟稿》）。（《江苏艺文志-苏州卷》）
1527.,2049,彭氏（江苏长洲）,TRUE,孔氏（山东曲阜）,娶,江苏长洲,彭希韩,孔继涧女（山东曲阜）。（《彭氏宗谱》卷二）,孔继涧女,山东曲阜,FALSE,NA,FALSE,NA,彭希韩【娶】孔继涧女（山东曲阜）。（《彭氏宗谱》卷二）
1528.,2050,彭氏（江苏长洲）,TRUE,徐氏（浙江德清）,适,江苏长洲,彭绍升女,徐天柱子徐养徽（浙江德清）。56册、《彭氏宗谱》卷二）,徐天柱子徐养徽,浙江德清,FALSE,NA,FALSE,NA,彭绍升女【适】徐天柱子徐养徽（浙江德清）。56册、《彭氏宗谱》卷二）
1529.,2051,彭氏（江苏长洲）,TRUE,潘氏（江苏元和）,适,江苏长洲,彭启丰孙女、彭绍谦女,潘师咸（江苏元和）。72册）,潘师咸,江苏元和,FALSE,NA,FALSE,NA,彭启丰孙女、彭绍谦女【适】潘师咸（江苏元和）。72册）
1530.,2052,彭氏（江苏长洲）,TRUE,吴氏（浙江钱塘）,娶,江苏长洲,彭希洛子彭蕴辉,吴磁女（浙江钱塘）。（《吴菸圃君自订,吴磁女,浙江钱塘,FALSE,NA,FALSE,NA,彭希洛子彭蕴辉【娶】吴磁女（浙江钱塘）。（《吴菸圃君自订
1531.,2054,彭氏（江苏长洲）,TRUE,汪氏（江苏新阳）,娶,江苏长洲,彭蕴琨,汪为仁女（江苏新阳）。（《彭氏宗谱》卷二）,汪为仁女,江苏新阳,FALSE,NA,FALSE,NA,彭蕴琨【娶】汪为仁女（江苏新阳）。（《彭氏宗谱》卷二）
1532.,2055,彭氏（江苏长洲）,TRUE,徐氏（浙江德清）,娶,江苏长洲,彭蕴章,徐振甲女（浙江德清）。（《彭氏宗谱》卷二）,徐振甲女,浙江德清,FALSE,NA,FALSE,NA,彭蕴章【娶】徐振甲女（浙江德清）。（《彭氏宗谱》卷二）
1533.,2056,彭氏（江苏长洲）,TRUE,朱氏（浙江义乌）,娶,江苏长洲,彭蕴章,朱炳女（浙江义乌）。（《彭氏宗谱》卷二）,朱炳女,浙江义乌,FALSE,NA,FALSE,NA,彭蕴章【娶】朱炳女（浙江义乌）。（《彭氏宗谱》卷二）
1534.,2057,彭氏（江苏长洲）,TRUE,左氏（江苏阳湖）,娶,江苏长洲,彭蕴梧,左辅女（江苏阳湖）。（《彭氏宗谱》卷二）,左辅女,江苏阳湖,FALSE,NA,FALSE,NA,彭蕴梧【娶】左辅女（江苏阳湖）。（《彭氏宗谱》卷二）
1535.,2058,彭氏（江苏长洲）,TRUE,曹氏（安徽歙县）,适,江苏长洲,彭希濂女,曹恩淡（安徽歙县）。（《彭氏宗谱》卷二）,曹恩淡,安徽歙县,FALSE,NA,FALSE,NA,彭希濂女【适】曹恩淡（安徽歙县）。（《彭氏宗谱》卷二）
1536.,2059,彭氏（江苏长洲）,TRUE,吴氏（浙江钱塘）,适,江苏长洲,彭希曾女,吴瞰子吴公亮（浙江钱塘）。（《吴菸圃君自订年谱》）,吴瞰子吴公亮,浙江钱塘,FALSE,NA,FALSE,NA,彭希曾女【适】吴瞰子吴公亮（浙江钱塘）。（《吴菸圃君自订年谱》）
1537.,2060,彭氏（江苏长洲）,TRUE,吴氏（浙江钱塘）,娶,江苏长洲,彭慰高,吴耆德女（浙江钱塘）。（《彭氏宗谱》卷二）,吴耆德女,浙江钱塘,FALSE,NA,FALSE,NA,彭慰高【娶】吴耆德女（浙江钱塘）。（《彭氏宗谱》卷二）
1538.,2061,彭氏（江苏长洲）,TRUE,叶氏（湖北汉阳）,娶,江苏长洲,彭祖润,叶名琛女（湖北汉阳）。（《彭氏宗谱》卷二）,叶名琛女,湖北汉阳,FALSE,NA,FALSE,NA,彭祖润【娶】叶名琛女（湖北汉阳）。（《彭氏宗谱》卷二）
1539.,2062,彭氏（江苏长洲）,TRUE,陈氏（浙江会稽）,娶,江苏长洲,彭祖贤,陈庆偕女（浙江会稽）。（《彭氏宗谱》卷二）,陈庆偕女,浙江会稽,FALSE,NA,FALSE,NA,彭祖贤【娶】陈庆偕女（浙江会稽）。（《彭氏宗谱》卷二）
1540.,2063,彭氏（江苏长洲）,TRUE,汪氏（江苏长洲）,适,江苏长洲,彭蕴章女,汪朝棠（江苏长洲）。（《彭氏宗谱》卷二）,汪朝棠,江苏长洲,FALSE,NA,FALSE,NA,彭蕴章女【适】汪朝棠（江苏长洲）。（《彭氏宗谱》卷二）
1541.,2064,彭氏（江苏长洲）,TRUE,潘氏（江苏吴县）,适,江苏长洲,彭蕴炜女,潘曾毅子潘仁睐（江苏吴县）。（《大阜潘氏支谱》卷六）,潘曾毅子潘仁睐,江苏吴县,FALSE,NA,FALSE,NA,彭蕴炜女【适】潘曾毅子潘仁睐（江苏吴县）。（《大阜潘氏支谱》卷六）
1542.,2065,彭氏（江苏长洲）,TRUE,吴氏（江苏吴县）,娶,江苏长洲,彭翰孙,吴锋骏女吴清蕙（江苏吴县.有《写韵楼吟草》）。（《历代妇女著作考》。《彭氏宗谱》卷二载：彭翰孙娶吴钟,吴锋骏女吴清蕙,江苏吴县,TRUE,吴氏（江苏吴县）,FALSE,NA,彭翰孙【娶】吴锋骏女吴清蕙（江苏吴县.有《写韵楼吟草》）。（《历代妇女著作考》。《彭氏宗谱》卷二载：彭翰孙娶吴钟
1543.,2067,彭氏（江苏长洲）,TRUE,董氏（江苏甘泉）,娶,江苏长洲,彭诒孙,董恂女（江苏甘泉）。（《彭氏宗谱》卷二）,董恂女,江苏甘泉,FALSE,NA,FALSE,NA,彭诒孙【娶】董恂女（江苏甘泉）。（《彭氏宗谱》卷二）
1544.,2068,彭氏（江苏长洲）,TRUE,刘氏（江苏吴县兀6册）,适,江苏长洲,彭蕴章孙女、彭祖贤女,刘廷标子刘传福（江苏吴县兀6册）,刘廷标子刘传福,江苏吴县兀6册,FALSE,NA,FALSE,NA,彭蕴章孙女、彭祖贤女【适】刘廷标子刘传福（江苏吴县兀6册）
1545.,2071,彭氏（江苏长洲）,TRUE,钱氏（江苏太仓）,适,江苏长洲,彭祖贤女,钱溯耆（江苏太仓）。（《彭氏宗谱》卷二）,钱溯耆,江苏太仓,FALSE,NA,FALSE,NA,彭祖贤女【适】钱溯耆（江苏太仓）。（《彭氏宗谱》卷二）
1546.,2072,彭氏（江苏长洲）,TRUE,潘氏（江苏吴县）,适,江苏长洲,彭祖贤女,潘志恂（江苏吴县）。（《彭氏宗谱》卷二）,潘志恂,江苏吴县,FALSE,NA,FALSE,NA,彭祖贤女【适】潘志恂（江苏吴县）。（《彭氏宗谱》卷二）
1547.,2073,彭氏（江苏长洲）,TRUE,孔氏（山东曲阜）,适,江苏长洲,彭蕴章孙女、彭祖芬女,孔繁题子孔祥珂（山东曲阜）。,孔繁题子孔祥珂,山东曲阜,FALSE,NA,FALSE,NA,彭蕴章孙女、彭祖芬女【适】孔繁题子孔祥珂（山东曲阜）。
1548.,2075,彭氏（江苏长洲）,TRUE,吴氏（浙江归安）,娶,江苏长洲,彭翰孙子彭泰士,吴承潞女吴毓茄（浙江归安.有《意兰吟乘!I》）。（《历代妇女著作考》、《彭氏宗谱》卷二）,吴承潞女吴毓茄,浙江归安,TRUE,吴氏（浙江归安）,FALSE,NA,彭翰孙子彭泰士【娶】吴承潞女吴毓茄（浙江归安.有《意兰吟乘!I》）。（《历代妇女著作考》、《彭氏宗谱》卷二）
1549.,2076,彭氏（江苏长洲）,TRUE,潘氏（江苏吴县）,娶,江苏长洲,彭硕士,潘介繁女（江苏吴县）。（《彭氏宗谱》卷二）,潘介繁女,江苏吴县,FALSE,NA,FALSE,NA,彭硕士【娶】潘介繁女（江苏吴县）。（《彭氏宗谱》卷二）
1550.,2077,彭氏（江苏长洲）,TRUE,梁氏（广西临桂）,适,江苏长洲,彭诒孙女,梁济子梁焕鼎（广西临桂.即梁漱溟）。（《彭氏宗谱》卷二）,梁济子梁焕鼎,广西临桂,FALSE,NA,FALSE,NA,彭诒孙女【适】梁济子梁焕鼎（广西临桂.即梁漱溟）。（《彭氏宗谱》卷二）
1551.,2078,彭氏（江苏长洲）,TRUE,黄氏（湖北崭春）,适,江苏长洲,彭诒孙女,黄云鹄子黄侃（湖北崭春）。（《彭氏宗谱》卷二）,黄云鹄子黄侃,湖北崭春,FALSE,NA,FALSE,NA,彭诒孙女【适】黄云鹄子黄侃（湖北崭春）。（《彭氏宗谱》卷二）
1552.,2080,宋氏（江苏长洲）,TRUE,彭氏（江苏长洲）,娶,江苏长洲,宋大业,彭定求女（江苏长洲）。（《明清戏曲家考略全编》）,彭定求女,江苏长洲,FALSE,NA,FALSE,NA,宋大业【娶】彭定求女（江苏长洲）。（《明清戏曲家考略全编》）
1553.,2081,宋氏（江苏长洲）,TRUE,陈氏（浙江海宁）,适,江苏长洲,宋大业女,陈世泰子陈克复（浙江海宁）。,陈世泰子陈克复,浙江海宁,FALSE,NA,FALSE,NA,宋大业女【适】陈世泰子陈克复（浙江海宁）。
1554.,2082,宋氏（江苏长洲）,TRUE,李氏（江苏昆山）,适,江苏长洲,宋聚业女宋凌云（有《轩渠集》）,李博（江苏昆山）。（《明清戏曲家考略全编》）,李博,江苏昆山,TRUE,宋氏（江苏长洲）,FALSE,NA,宋聚业女宋凌云（有《轩渠集》）【适】李博（江苏昆山）。（《明清戏曲家考略全编》）
